Autodrive, X, Y, Z, PosError, Heading, HError, Velocity, VError, GN, GE, Longitude, Latitude, Longitude Error, Latitude Error
1,1027,111,0,22,-18.362008,2.492880,112,4,-285304106,283196623,28.227633,-25.753139,22,41
1,1048,119,0,24,-19.454003,3.314150,123,14,-285304127,283196617,28.227633,-25.753141,24,41
1,1072,126,0,22,-17.151334,3.350640,129,8,-285304150,283196608,28.227633,-25.753143,22,37
1,1095,133,0,21,-16.383778,2.120650,121,6,-285304173,283196600,28.227632,-25.753145,21,36
1,1116,141,0,21,-18.794593,5.774910,96,6,-285304195,283196593,28.227632,-25.753147,21,36
1,1141,148,0,20,-16.264864,2.673030,121,7,-285304219,283196583,28.227632,-25.753149,20,35
1,1164,155,0,20,-16.088288,4.010450,113,7,-285304241,283196575,28.227631,-25.753151,20,35
1,1188,161,0,20,-14.696096,2.471750,123,7,-285304264,283196565,28.227631,-25.753153,20,35
1,1211,169,0,21,-17.565365,4.058800,110,5,-285304287,283196557,28.227631,-25.753155,21,35
1,1236,173,0,20,-11.855122,6.237940,117,12,-285304309,283196545,28.227630,-25.753157,20,35
1,1256,176,0,28,-9.285041,6.843640,95,9,-285304327,283196535,28.227629,-25.753159,28,48
1,1283,185,0,26,-15.095014,2.979780,131,8,-285304354,283196526,28.227629,-25.753161,26,44
1,1305,189,0,24,-11.698338,2.863150,106,3,-285304374,283196516,28.227628,-25.753163,24,40
1,1329,194,0,21,-11.232779,2.039670,114,3,-285304396,283196505,28.227628,-25.753165,21,36
1,1355,197,0,20,-7.744260,3.679130,118,7,-285304418,283196492,28.227627,-25.753167,20,35
1,1378,200,0,20,-7.248087,1.868780,103,2,-285304438,283196480,28.227626,-25.753169,20,34
1,1402,202,0,20,-5.082696,2.336250,118,5,-285304459,283196467,28.227625,-25.753171,20,34
1,1427,205,0,20,-5.694232,1.972290,112,3,-285304480,283196454,28.227624,-25.753172,20,34
1,1453,206,0,20,-3.231411,2.025150,115,4,-285304501,283196439,28.227623,-25.753174,20,34
1,1477,205,0,21,0.256196,1.359690,107,2,-285304520,283196424,28.227622,-25.753176,21,35
1,1501,206,0,20,-1.247935,1.619040,110,3,-285304540,283196410,28.227621,-25.753178,20,34
1,1526,207,0,20,-1.749312,1.548750,115,3,-285304560,283196395,28.227620,-25.753180,20,33
1,1550,206,0,20,0.750229,1.729570,108,2,-285304578,283196380,28.227619,-25.753181,20,33
1,1575,205,0,20,1.583410,2.122910,115,5,-285304598,283196364,28.227618,-25.753183,20,34
1,1600,204,0,25,1.861137,2.627070,110,4,-285304617,283196348,28.227617,-25.753185,25,42
1,1626,202,0,23,3.287046,1.892610,113,4,-285304636,283196331,28.227615,-25.753186,23,42
1,1650,200,0,24,3.762349,1.455410,110,3,-285304654,283196314,28.227614,-25.753188,24,43
1,1675,200,0,24,1.254116,1.793160,107,3,-285304674,283196299,28.227613,-25.753190,24,43
1,1701,197,0,26,4.418039,3.740310,109,5,-285304693,283196281,28.227612,-25.753192,26,46
1,1727,195,0,26,4.139346,4.637570,114,10,-285304712,283196264,28.227610,-25.753193,26,47
1,1751,192,0,21,6.046449,3.905550,106,6,-285304729,283196247,28.227609,-25.753195,21,38
1,1774,189,0,22,6.682150,2.786320,107,4,-285304746,283196230,28.227608,-25.753196,22,37
1,1798,186,0,22,6.894050,2.391000,115,4,-285304763,283196213,28.227606,-25.753198,22,37
1,1821,184,0,22,4.964683,2.022700,109,3,-285304780,283196197,28.227605,-25.753199,22,37
1,1849,183,0,22,2.988228,5.835170,118,14,-285304801,283196180,28.227604,-25.753201,22,37
1,1872,180,0,21,5.662743,3.383530,108,5,-285304818,283196163,28.227603,-25.753203,21,36
1,1898,177,0,21,5.887581,2.408950,117,5,-285304837,283196145,28.227601,-25.753205,21,35
1,1921,176,0,21,3.295860,7.660620,104,12,-285304854,283196130,28.227600,-25.753206,21,35
1,1944,177,0,21,-0.234713,4.841280,107,4,-285304873,283196117,28.227599,-25.753208,21,36
1,1968,179,0,21,-2.744904,3.547920,118,5,-285304893,283196104,28.227598,-25.753210,21,36
1,1994,176,0,21,3.085032,4.536170,112,9,-285304912,283196086,28.227597,-25.753211,21,35
1,2022,172,0,21,6.361677,4.185330,113,7,-285304932,283196066,28.227595,-25.753213,21,35
1,2048,170,0,25,4.787226,2.934300,102,4,-285304951,283196048,28.227594,-25.753215,25,43
1,2070,169,0,27,2.929075,2.440110,100,2,-285304968,283196034,28.227593,-25.753216,27,46
1,2095,167,0,27,3.643025,1.475670,113,3,-285304987,283196017,28.227592,-25.753218,27,48
1,2122,166,0,27,2.547675,2.848980,116,8,-285305007,283196000,28.227590,-25.753220,27,48
1,2145,163,0,31,5.515892,5.709270,104,15,-285305024,283195984,28.227589,-25.753221,31,60
1,2163,161,0,34,5.838631,3.901360,98,9,-285305037,283195971,28.227588,-25.753223,34,69
1,2184,162,0,36,0.612877,5.033210,97,7,-285305054,283195959,28.227587,-25.753224,36,73
1,2204,165,0,37,-5.129041,5.446750,98,5,-285305072,283195949,28.227587,-25.753226,37,75
1,2224,165,0,26,-1.709680,2.446800,94,7,-285305088,283195937,28.227586,-25.753227,26,51
1,2244,164,0,25,0.763440,5.049090,84,4,-285305103,283195924,28.227585,-25.753228,25,46
1,2266,163,0,25,1.587813,3.630070,96,4,-285305120,283195910,28.227584,-25.753230,25,45
1,2285,165,0,25,-3.470729,3.220980,97,5,-285305136,283195900,28.227583,-25.753231,25,45
1,2307,164,0,25,0.176424,3.211220,93,3,-285305153,283195886,28.227582,-25.753233,25,44
1,2328,166,0,22,-3.274525,1.697650,99,3,-285305171,283195874,28.227581,-25.753235,22,39
1,2351,168,0,21,-3.758175,1.871550,99,2,-285305190,283195862,28.227580,-25.753236,21,37
1,2369,172,0,23,-9.252725,4.618920,95,5,-285305207,283195854,28.227580,-25.753238,23,41
1,2391,174,0,28,-6.417575,2.439290,101,4,-285305226,283195842,28.227579,-25.753240,28,50
1,2414,177,0,34,-6.805858,4.997690,98,6,-285305246,283195831,28.227579,-25.753241,34,59
1,2436,176,0,31,-0.935286,3.410800,105,8,-285305263,283195817,28.227578,-25.753243,31,54
1,2458,179,0,28,-4.978429,2.652840,97,2,-285305282,283195805,28.227577,-25.753245,28,49
1,2481,181,0,26,-4.326143,2.599530,99,3,-285305301,283195793,28.227576,-25.753246,26,48
1,2503,183,0,25,-4.775381,2.632700,106,6,-285305320,283195781,28.227575,-25.753248,25,46
1,2527,185,0,23,-4.258460,2.352550,111,4,-285305340,283195768,28.227574,-25.753250,23,42
1,2549,184,0,22,-0.086153,3.433750,97,4,-285305357,283195754,28.227573,-25.753251,22,41
1,2574,185,0,22,-1.362051,3.969280,107,7,-285305378,283195740,28.227572,-25.753253,22,40
1,2598,185,0,21,-0.454017,1.284370,108,3,-285305396,283195725,28.227571,-25.753255,21,40
1,2622,184,0,21,1.181994,1.998240,105,4,-285305415,283195710,28.227570,-25.753257,21,40
1,2645,185,0,22,-0.939335,1.883700,103,4,-285305434,283195696,28.227569,-25.753258,22,41
