Autodrive, Distance measured, Angle measured, Desired Angle, Steering Error, Actuator speed, Forward, Reverse
0,34.877747,17.979479,0.000000,-17.979479,4000.000000,1,0
0,34.837006,17.958477,0.000000,-17.958477,4000.000000,1,0
0,34.796265,17.937475,0.000000,-17.937475,4000.000000,1,0
0,34.877747,17.979479,0.000000,-17.979479,4000.000000,1,0
0,34.796265,17.937475,0.000000,-17.937475,4000.000000,1,0
0,34.837006,17.958477,0.000000,-17.958477,4000.000000,1,0
0,34.877747,17.979479,0.000000,-17.979479,4000.000000,1,0
0,34.755524,17.916473,0.000000,-17.916473,4000.000000,1,0
0,34.837006,17.958477,0.000000,-17.958477,4000.000000,1,0
0,34.796265,17.937475,0.000000,-17.937475,4000.000000,1,0
0,34.755524,17.916473,0.000000,-17.916473,4000.000000,1,0
0,34.796265,17.937475,0.000000,-17.937475,4000.000000,1,0
0,34.877747,17.979479,0.000000,-17.979479,4000.000000,1,0
0,34.796265,17.937475,0.000000,-17.937475,4000.000000,1,0
0,34.837006,17.958477,0.000000,-17.958477,4000.000000,1,0
0,34.837006,17.958477,0.000000,-17.958477,4000.000000,1,0
0,34.877747,17.979479,0.000000,-17.979479,4000.000000,1,0
0,34.959229,18.021482,0.000000,-18.021482,4000.000000,1,0
0,34.755524,17.916473,0.000000,-17.916473,4000.000000,1,0
0,34.877747,17.979479,0.000000,-17.979479,4000.000000,1,0
0,34.755524,17.916473,0.000000,-17.916473,4000.000000,1,0
0,34.959229,18.021482,0.000000,-18.021482,4000.000000,1,0
0,34.796265,17.937475,0.000000,-17.937475,4000.000000,1,0
0,34.837006,17.958477,0.000000,-17.958477,4000.000000,1,0
0,34.837006,17.958477,0.000000,-17.958477,4000.000000,1,0
0,34.796265,17.937475,0.000000,-17.937475,4000.000000,1,0
0,34.796265,17.937475,0.000000,-17.937475,4000.000000,1,0
0,34.755524,17.916473,0.000000,-17.916473,4000.000000,1,0
0,34.755524,17.916473,0.000000,-17.916473,4000.000000,1,0
0,34.837006,17.958477,0.000000,-17.958477,4000.000000,1,0
0,34.877747,17.979479,0.000000,-17.979479,4000.000000,1,0
0,34.877747,17.979479,0.000000,-17.979479,4000.000000,1,0
