X, Y, PathError, Steering, Velocity
349.000000,202.000000,0,0,32.890001
348.000000,203.000000,0,0,37.410001
348.000000,202.000000,0,0,38.960001
349.000000,202.000000,0,0,38.850001
351.000000,203.000000,0,0,38.290001
357.000000,203.000000,0,0,37.750001
369.000000,204.000000,0,0,36.970001
387.000000,204.000000,0,0,35.270001
414.000000,204.000000,0,0,32.100001
444.000000,204.000000,0,0,31.120001
480.000000,203.000000,0,0,27.180001
519.000000,204.000000,0,0,24.110001
562.000000,206.000000,0,0,22.780001
603.000000,208.000000,0,0,19.550001
643.000000,207.000000,0,0,20.850001
683.000000,208.000000,0,0,20.640001
722.000000,209.000000,0,0,20.750001
758.000000,211.000000,0,0,22.360001
797.000000,211.000000,0,0,18.980001
833.000000,211.000000,0,0,20.500001
866.000000,214.000000,0,0,21.860001
901.000000,211.000000,0,0,20.470001
934.000000,210.000000,0,0,22.840001
969.000000,211.000000,0,0,21.200001
1003.000000,210.000000,0,0,18.660001
1036.000000,213.000000,0,0,23.410001
1069.000000,212.000000,0,0,24.020001
1100.000000,215.000000,0,0,26.990001
1135.000000,215.000000,0,0,23.190001
1171.000000,215.000000,0,0,21.810001
1208.000000,216.000000,0,0,20.020001
1244.000000,214.000000,0,0,20.090001
1280.000000,217.000000,0,0,20.430001
1315.000000,217.000000,0,0,19.140001
1349.000000,217.000000,0,0,19.510001
1381.000000,218.000000,0,0,22.010001
1412.000000,217.000000,0,0,21.850001
1443.000000,218.000000,0,0,22.550001
1474.000000,216.000000,0,0,22.850001
1505.000000,216.000000,0,0,24.070001
1539.000000,219.000000,0,0,22.880001
1572.000000,215.000000,0,0,21.940001
1606.000000,216.000000,0,0,21.080001
1640.000000,215.000000,0,0,20.100001
1674.000000,216.000000,0,0,21.070001
1709.000000,218.000000,0,0,21.040001
1743.000000,218.000000,0,0,23.310001
1776.000000,218.000000,0,0,21.050001
1810.000000,217.000000,0,0,20.760001
1845.000000,217.000000,0,0,22.050001
1878.000000,218.000000,0,0,20.760001
1913.000000,217.000000,0,0,19.520001
1945.000000,218.000000,0,0,22.040001
1979.000000,219.000000,0,0,21.470001
2013.000000,218.000000,0,0,18.510001
2047.000000,219.000000,0,0,21.140001
2081.000000,217.000000,0,0,21.170001
2114.000000,217.000000,0,0,20.050001
2150.000000,218.000000,0,0,17.860001
2182.000000,217.000000,0,0,21.840001
2216.000000,219.000000,0,0,20.410001
2248.000000,218.000000,0,0,21.300001
2280.000000,217.000000,0,0,21.620001
2313.000000,218.000000,0,0,22.200001
2345.000000,216.000000,0,0,21.690001
