Autodrive, X, Y, Z, PosError, Heading, HError, Velocity, VError, GN, GE, Longitude, Latitude, Longitude Error, Latitude Error
1,-184,14,0,323,219.000000,1.647730,128,3,-285302117,283197998,28.227728,-25.752960,323,632
1,-157,16,0,312,213.000000,2.276110,124,5,-285302138,283197981,28.227727,-25.752962,312,595
1,-131,15,0,305,218.000000,2.776010,116,5,-285302157,283197963,28.227725,-25.752963,305,569
1,-103,15,0,309,212.000000,3.373260,121,6,-285302178,283197945,28.227724,-25.752965,309,553
1,-78,17,0,314,214.000000,2.259690,119,5,-285302198,283197929,28.227723,-25.752967,314,544
1,-49,14,0,312,221.000000,2.033690,125,5,-285302218,283197908,28.227721,-25.752969,312,536
1,-20,12,0,300,217.000000,2.357860,124,5,-285302238,283197887,28.227720,-25.752971,300,527
1,2,13,0,292,215.000000,2.262980,114,4,-285302256,283197872,28.227718,-25.752972,292,520
1,29,12,0,298,217.000000,3.032960,111,6,-285302275,283197854,28.227717,-25.752974,298,517
1,56,11,0,303,216.000000,2.155980,111,4,-285302295,283197835,28.227716,-25.752976,303,518
1,82,10,0,286,216.000000,3.563120,115,9,-285302313,283197817,28.227714,-25.752978,286,487
1,110,9,0,284,221.000000,1.343280,127,4,-285302334,283197798,28.227713,-25.752979,284,471
1,138,9,0,286,212.000000,1.906070,121,3,-285302355,283197779,28.227711,-25.752981,286,461
1,168,7,0,288,226.000000,1.204950,130,5,-285302376,283197758,28.227710,-25.752983,288,455
1,196,7,0,278,212.000000,3.711750,116,6,-285302397,283197739,28.227708,-25.752985,278,465
1,223,7,0,276,215.000000,4.239480,125,12,-285302417,283197721,28.227707,-25.752987,276,475
1,249,8,0,273,215.000000,2.018310,124,6,-285302437,283197704,28.227706,-25.752989,273,485
1,274,7,0,280,221.000000,2.401080,120,5,-285302455,283197687,28.227704,-25.752990,280,495
1,302,5,0,288,218.000000,5.138840,120,12,-285302475,283197667,28.227703,-25.752992,288,505
1,326,4,0,292,216.000000,3.957650,114,12,-285302492,283197650,28.227701,-25.752994,292,514
1,353,2,0,290,220.000000,5.197490,126,14,-285302511,283197631,28.227700,-25.752995,290,498
1,386,1,0,299,218.000000,2.645240,114,5,-285302534,283197608,28.227698,-25.752997,299,491
