Autodrive, X, Y, Z, PosError, Heading, HError, Velocity, VError, GN, GE, Longitude, Latitude, Longitude Error, Latitude Error
1,215,427,0,74,214.000000,2.813740,112,3,-285302690,283198040,28.227745,-25.753011,74,105
1,241,430,0,74,211.000000,2.794060,119,3,-285302712,283198025,28.227743,-25.753013,74,105
1,267,432,0,74,211.000000,2.685490,117,3,-285302732,283198009,28.227742,-25.753015,74,105
1,294,432,0,74,210.000000,2.350430,120,3,-285302753,283197991,28.227741,-25.753017,74,104
1,321,432,0,74,218.000000,2.066570,122,2,-285302773,283197973,28.227739,-25.753019,74,104
1,350,432,0,74,217.000000,2.245490,125,4,-285302794,283197954,28.227738,-25.753021,74,104
1,377,432,0,74,213.000000,3.003160,117,3,-285302814,283197936,28.227737,-25.753023,74,104
1,405,431,0,74,215.000000,2.384500,129,3,-285302835,283197917,28.227735,-25.753024,74,105
1,432,433,0,74,208.000000,2.786280,118,3,-285302856,283197900,28.227734,-25.753026,74,104
1,458,435,0,74,210.000000,2.843830,115,3,-285302877,283197884,28.227733,-25.753028,74,104
1,484,437,0,74,218.000000,2.837230,133,4,-285302898,283197868,28.227732,-25.753030,74,104
1,511,437,0,73,212.000000,2.006050,120,2,-285302918,283197850,28.227730,-25.753032,73,104
1,541,438,0,72,214.000000,2.432280,128,4,-285302941,283197832,28.227729,-25.753034,72,103
1,568,438,0,71,213.000000,2.320790,121,3,-285302961,283197813,28.227728,-25.753036,71,103
1,594,438,0,71,214.000000,1.859850,118,3,-285302981,283197796,28.227726,-25.753038,71,102
1,621,440,0,71,212.000000,2.234200,121,3,-285303002,283197780,28.227725,-25.753039,71,102
1,646,440,0,72,215.000000,2.206560,116,2,-285303021,283197763,28.227724,-25.753041,72,102
1,674,439,0,72,213.000000,3.837650,116,6,-285303041,283197744,28.227722,-25.753043,72,102
1,699,442,0,72,212.000000,1.763200,120,2,-285303062,283197729,28.227721,-25.753045,72,102
1,726,445,0,71,209.000000,2.638770,122,3,-285303084,283197714,28.227720,-25.753047,71,102
1,751,445,0,71,218.000000,2.830240,110,4,-285303103,283197697,28.227719,-25.753049,71,102
1,777,447,0,71,208.000000,2.284550,109,2,-285303123,283197681,28.227718,-25.753050,71,102
1,805,447,0,71,217.000000,1.493370,129,2,-285303144,283197663,28.227716,-25.753052,71,102
1,833,447,0,73,213.000000,1.944660,123,2,-285303165,283197644,28.227715,-25.753054,73,102
1,858,448,0,73,212.000000,1.884170,114,2,-285303185,283197628,28.227714,-25.753056,73,102
1,887,448,0,73,215.000000,2.824890,128,5,-285303206,283197609,28.227712,-25.753058,73,102
1,913,450,0,73,214.000000,2.117660,123,2,-285303227,283197593,28.227711,-25.753060,73,103
1,941,450,0,74,212.000000,3.406550,120,4,-285303248,283197574,28.227710,-25.753062,74,103
1,969,452,0,74,211.000000,3.378780,126,5,-285303270,283197557,28.227709,-25.753064,74,103
1,997,455,0,73,208.000000,3.622750,126,5,-285303293,283197541,28.227707,-25.753066,73,103
1,1023,456,0,74,214.000000,1.738710,125,2,-285303313,283197524,28.227706,-25.753068,74,104
1,1050,457,0,73,210.000000,2.382540,116,3,-285303334,283197507,28.227705,-25.753069,73,104
1,1076,456,0,73,216.000000,2.619560,123,4,-285303353,283197489,28.227704,-25.753071,73,103
1,1104,458,0,73,209.000000,2.507820,117,3,-285303375,283197472,28.227702,-25.753073,73,103
1,1128,462,0,73,207.000000,2.697970,111,3,-285303395,283197459,28.227701,-25.753075,73,103
1,1151,464,0,73,209.000000,2.811920,110,2,-285303414,283197445,28.227700,-25.753077,73,103
1,1179,467,0,74,214.000000,3.698560,131,12,-285303437,283197429,28.227699,-25.753079,74,103
1,1207,467,0,74,216.000000,1.787160,126,2,-285303458,283197410,28.227698,-25.753080,74,104
1,1235,466,0,74,209.000000,1.440910,119,1,-285303478,283197391,28.227697,-25.753082,74,104
1,1260,468,0,74,203.000000,1.271720,114,1,-285303498,283197376,28.227695,-25.753084,74,104
1,1287,471,0,74,210.000000,3.353760,119,4,-285303520,283197360,28.227694,-25.753086,74,104
1,1313,473,0,74,211.000000,2.577070,119,3,-285303541,283197344,28.227693,-25.753088,74,104
1,1338,477,0,74,208.000000,2.819350,117,3,-285303562,283197330,28.227692,-25.753090,74,103
1,1364,478,0,74,212.000000,2.362550,121,3,-285303582,283197314,28.227691,-25.753092,74,103
1,1389,479,0,74,211.000000,4.081400,119,4,-285303602,283197298,28.227690,-25.753093,74,103
1,1418,482,0,74,214.000000,4.121990,121,4,-285303625,283197281,28.227689,-25.753096,74,103
1,1445,485,0,74,211.000000,2.679880,123,3,-285303647,283197265,28.227687,-25.753097,74,103
1,1473,485,0,74,214.000000,2.045510,124,3,-285303668,283197247,28.227686,-25.753099,74,103
1,1501,488,0,74,209.000000,4.375280,122,5,-285303691,283197230,28.227685,-25.753101,74,103
1,1528,490,0,74,209.000000,3.449520,119,4,-285303713,283197214,28.227684,-25.753103,74,103
1,1554,492,0,74,215.000000,2.578970,119,3,-285303733,283197198,28.227683,-25.753105,74,103
1,1580,498,0,74,203.000000,3.298320,117,4,-285303757,283197185,28.227682,-25.753107,74,103
1,1605,496,0,74,218.000000,3.432500,123,5,-285303774,283197167,28.227680,-25.753109,74,103
1,1633,498,0,74,211.000000,2.861770,124,3,-285303797,283197150,28.227679,-25.753111,74,103
1,1660,502,0,110,208.000000,2.832280,120,3,-285303819,283197135,28.227678,-25.753113,110,104
1,1686,504,0,131,205.000000,2.423620,119,3,-285303840,283197119,28.227677,-25.753115,131,106
1,1712,506,0,135,225.000000,3.054150,103,2,-285303861,283197103,28.227676,-25.753117,135,107
1,1738,510,0,136,201.000000,2.642430,116,2,-285303883,283197089,28.227675,-25.753119,136,107
1,1764,511,0,137,212.000000,3.052260,117,3,-285303903,283197073,28.227674,-25.753121,137,108
1,1792,514,0,137,211.000000,3.158190,127,4,-285303926,283197056,28.227673,-25.753123,137,108
1,1821,515,0,137,209.000000,2.991650,128,3,-285303948,283197038,28.227671,-25.753125,137,108
1,1848,519,0,138,195.000000,3.752490,135,4,-285303971,283197022,28.227670,-25.753127,138,108
1,1877,520,0,138,207.000000,4.018700,125,3,-285303993,283197004,28.227669,-25.753129,138,108
1,1904,524,0,138,200.000000,2.447690,121,3,-285304016,283196989,28.227668,-25.753131,138,108
1,1930,527,0,138,209.000000,2.520710,124,3,-285304038,283196974,28.227667,-25.753133,138,108
1,1957,529,0,139,216.000000,7.368280,124,8,-285304059,283196958,28.227666,-25.753135,139,108
1,1982,532,0,140,207.000000,4.737350,114,4,-285304080,283196943,28.227665,-25.753137,140,108
1,2008,536,0,139,201.000000,2.292840,124,2,-285304102,283196929,28.227664,-25.753138,139,108
1,2034,537,0,139,210.000000,3.569240,114,3,-285304122,283196912,28.227662,-25.753140,139,108
1,2061,538,0,137,214.000000,3.508530,120,3,-285304143,283196895,28.227661,-25.753142,137,108
1,2086,540,0,137,210.000000,2.292500,113,2,-285304162,283196880,28.227660,-25.753144,137,108
1,2111,542,0,134,208.000000,2.386160,120,2,-285304183,283196865,28.227659,-25.753146,134,108
1,2139,544,0,135,224.000000,4.828420,105,3,-285304205,283196848,28.227658,-25.753148,135,108
1,2167,549,0,134,212.000000,5.044680,124,5,-285304229,283196833,28.227657,-25.753150,134,108
1,2193,552,0,128,206.000000,3.939040,124,4,-285304251,283196818,28.227656,-25.753152,128,108
1,2220,555,0,132,208.000000,2.959370,122,3,-285304272,283196802,28.227655,-25.753154,132,108
1,2247,559,0,133,210.000000,6.743760,121,5,-285304295,283196787,28.227654,-25.753156,133,108
1,2273,563,0,133,207.000000,3.810510,124,3,-285304318,283196773,28.227653,-25.753158,133,108
1,2298,568,0,125,195.000000,4.933160,125,5,-285304340,283196760,28.227652,-25.753160,125,108
1,2324,569,0,128,230.000000,4.473250,133,8,-285304360,283196743,28.227651,-25.753162,128,108
