X, Y, PathError, Steering, Velocity
529.000000,81.000000,0,0,20.580000
528.000000,82.000000,0,0,21.560000
529.000000,83.000000,0,0,22.960000
530.000000,84.000000,0,0,22.910000
533.000000,82.000000,0,0,21.550000
541.000000,83.000000,0,0,16.300000
541.000000,83.000000,0,0,26.300000
555.000000,83.000000,0,0,13.230000
570.000000,86.000000,0,0,11.670000
588.000000,88.000000,0,0,11.280000
606.000000,88.000000,0,0,12.540000
622.000000,90.000000,0,0,14.900000
622.000000,90.000000,0,0,28.700000
638.000000,91.000000,0,0,15.210000
653.000000,93.000000,0,0,13.630000
669.000000,94.000000,0,0,15.320000
686.000000,93.000000,0,0,14.560000
705.000000,95.000000,0,0,14.800000
705.000000,95.000000,0,0,31.000000
722.000000,94.000000,0,0,14.990000
740.000000,95.000000,0,0,15.390000
759.000000,97.000000,0,0,12.650000
778.000000,98.000000,0,0,14.390000
796.000000,98.000000,0,0,15.370000
796.000000,98.000000,0,0,32.770000
813.000000,99.000000,0,0,16.130000
833.000000,100.000000,0,0,16.500000
852.000000,99.000000,0,0,14.360000
872.000000,99.000000,0,0,15.680000
893.000000,100.000000,0,0,14.120000
893.000000,100.000000,0,0,34.320001
913.000000,100.000000,0,0,14.320000
933.000000,98.000000,0,0,16.840000
957.000000,99.000000,0,0,14.440000
978.000000,99.000000,0,0,13.390000
999.000000,98.000000,0,0,15.860000
999.000000,98.000000,0,0,35.460001
1020.000000,98.000000,0,0,17.140000
1040.000000,99.000000,0,0,17.430000
1063.000000,97.000000,0,0,16.680000
1084.000000,98.000000,0,0,16.940000
1107.000000,97.000000,0,0,14.270000
1107.000000,97.000000,0,0,36.670001
1130.000000,97.000000,0,0,15.830000
1155.000000,98.000000,0,0,15.370000
1179.000000,96.000000,0,0,15.100000
1201.000000,95.000000,0,0,14.610000
1225.000000,95.000000,0,0,15.780000
1225.000000,95.000000,0,0,37.380001
1249.000000,94.000000,0,0,18.430000
1270.000000,95.000000,0,0,16.380000
1297.000000,92.000000,0,0,11.920000
1321.000000,91.000000,0,0,14.390000
1344.000000,91.000000,0,0,15.940000
1344.000000,91.000000,0,0,37.940001
1367.000000,89.000000,0,0,18.360000
1389.000000,88.000000,0,0,18.590000
1415.000000,87.000000,0,0,15.260000
1440.000000,84.000000,0,0,15.970000
1464.000000,83.000000,0,0,16.930000
1464.000000,83.000000,0,0,38.730001
1490.000000,81.000000,0,0,13.900000
1515.000000,80.000000,0,0,14.720000
