Autodrive, X, Y, Z, PosError, Heading, HError, Velocity, VError, GN, GE, Longitude, Latitude, Longitude Error, Latitude Error
1,1539,219,0,14,216.000000,4.933150,143,8,-285303540,283197004,28.227659,-25.753088,14,19
1,1572,215,0,14,222.000000,7.806280,148,13,-285303563,283196979,28.227657,-25.753090,14,19
1,1606,216,0,14,210.000000,3.045650,152,6,-285303589,283196957,28.227656,-25.753092,14,25
1,1640,215,0,14,215.000000,3.891480,156,8,-285303614,283196934,28.227654,-25.753095,14,30
1,1674,216,0,14,219.000000,5.479290,151,10,-285303640,283196912,28.227652,-25.753097,14,29
1,1709,218,0,14,212.000000,5.500540,151,10,-285303667,283196890,28.227651,-25.753099,14,28
1,1743,218,0,14,215.000000,5.363480,141,9,-285303692,283196868,28.227649,-25.753102,14,28
1,1776,218,0,14,215.000000,3.934380,152,7,-285303717,283196845,28.227647,-25.753104,14,25
1,1810,217,0,14,218.000000,3.785000,153,7,-285303742,283196822,28.227645,-25.753106,14,23
1,1845,217,0,14,214.000000,4.153920,147,7,-285303768,283196799,28.227644,-25.753108,14,23
1,1878,218,0,14,213.000000,4.161930,153,10,-285303793,283196778,28.227642,-25.753111,14,23
1,1913,217,0,14,218.000000,2.713960,158,5,-285303819,283196754,28.227640,-25.753113,14,22
1,1945,218,0,14,217.000000,7.083480,146,13,-285303843,283196733,28.227639,-25.753115,14,22
1,1979,219,0,14,215.000000,6.589940,149,15,-285303869,283196711,28.227637,-25.753117,14,22
1,2013,218,0,14,214.000000,7.422130,162,20,-285303894,283196688,28.227635,-25.753120,14,21
1,2047,219,0,14,217.000000,4.595450,149,8,-285303920,283196666,28.227634,-25.753122,14,20
1,2081,217,0,14,217.000000,2.334000,149,4,-285303944,283196642,28.227632,-25.753124,14,20
1,2114,217,0,14,216.000000,6.961530,154,14,-285303969,283196620,28.227630,-25.753127,14,23
1,2150,218,0,14,214.000000,3.202770,163,7,-285303996,283196597,28.227628,-25.753129,14,24
1,2182,217,0,14,216.000000,3.637720,144,6,-285304020,283196575,28.227627,-25.753131,14,24
1,2216,219,0,14,216.000000,2.869530,151,5,-285304046,283196554,28.227625,-25.753133,14,25
1,2248,218,0,14,216.000000,3.680690,147,6,-285304069,283196532,28.227623,-25.753135,14,24
1,2280,217,0,14,218.000000,4.073440,146,6,-285304093,283196510,28.227622,-25.753138,14,21
1,2313,218,0,14,212.000000,3.554110,144,5,-285304118,283196489,28.227620,-25.753140,14,19
1,2345,216,0,14,223.000000,1.937110,147,3,-285304141,283196466,28.227618,-25.753142,14,20
